"Assets > Saraswat Bank - S.B. A/c 152200100300217 ( 101001 ) ",
"Journal No","Other GL No.","Other Account","Subledger","Posted Date","Comments","Instrument No.","Instrument Bank","Account Name","GL Account No.","Debit","Credit",
ME-2025-0002882,301011 304001 301002 301004 301003 301010 303001 301016,Education & Training Fund Sinking Fund 4Wheeler Parking Charges  Water Charges Common Electricity Charges Additional Space Charges Property Tax Maintenance Charges, 101,25-02-2026,Ch. dt. 25.02.26 recd agst bill 324 dt. 01.02.26,000155,HDFC Bank, Saraswat Bank - S.B. A/c 152200100300217 ,101001,4989.00,,
ME-2025-0002883,301011 301009 304001 301002 301004 301003 301010 303001 301016,Education & Training Fund 2Wheeler Parking Charges  Sinking Fund 4Wheeler Parking Charges  Water Charges Common Electricity Charges Additional Space Charges Property Tax Maintenance Charges, 102,25-02-2026,Ch. dt. 23.02.26 recd agst bill 325 dt. 01.02.26,697628,State Bank of India, Saraswat Bank - S.B. A/c 152200100300217 ,101001,5030.00,,
ME-2025-0002884,301011 304001 301002 301004 301003 303001 301016,Education & Training Fund Sinking Fund 4Wheeler Parking Charges  Water Charges Common Electricity Charges Property Tax Maintenance Charges, 504,25-02-2026,Ch. dt. 20.02.26 recd agst bill 350 dt. 01.02.26,100007,Apna Sahakari Bank, Saraswat Bank - S.B. A/c 152200100300217 ,101001,4045.00,,
ME-2025-0002885,301011 304001 301004 301003 303001 301016,Education & Training Fund Sinking Fund Water Charges Common Electricity Charges Property Tax Maintenance Charges, 304,25-02-2026,Ch. dt. 25.02.26 recd agst bill 335 dt. 01.02.26,098817,Punjab National Bank, Saraswat Bank - S.B. A/c 152200100300217 ,101001,3789.00,,
ME-2025-0002899,301012 301011 304001 301004 301003 303001 301016,Late Payment Interest Education & Training Fund Sinking Fund Water Charges Common Electricity Charges Property Tax Maintenance Charges, 204,25-02-2026,IMPS recd agst bill 331 dt. 01.02.26,6056063833237,N.A., Saraswat Bank - S.B. A/c 152200100300217 ,101001,3798.00,,
ME-2025-0003138,301012 301003 301011 301016 303001 304001 301004,Late Payment Interest Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges, 402,01-03-2026,NEFT recd agst bill 0367 dt 01.03.26,HDFCH00833067580,HDFC Bank, Saraswat Bank - S.B. A/c 152200100300217 ,101001,3730.00,,
EE-2025-0000302,401001,Salary Expenses,Shantaram Katkar,05-03-2026,Being salary paid for feb 2026,206801,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,2500,
ME-2025-0003139,301002 301003 301011 301016 303001 304001 301004 206001,4Wheeler Parking Charges  Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges Advance Members Advance Members, 503,06-03-2026,IMPS recd agst bill 0380 dt 01.03.26,606519139784,N.A., Saraswat Bank - S.B. A/c 152200100300217 ,101001,3990.00,,
EE-2025-0000300,407001,Security Charges,Deepak Security Service,06-03-2026,Being salary paid for feb 2026,206800,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,31221,
EE-2025-0000304,401001,Salary Expenses,Chitra Parmar,06-03-2026,Being salary paid for feb 2026,206802,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,5000,
EE-2025-0000307,406009,Intercom Expenses,Vij Technologies,06-03-2026,Being bill paid for GST balance amount,206804,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,1980,
ME-2025-0003125,301012 301002 301003 301011 301016 303001 304001 301004 301020,Late Payment Interest 4Wheeler Parking Charges  Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges Late Payment Interest 4Wheeler Parking Charges  Common Electricity Charges Education & Training Fund Guest Parking Maintenance Charges Property Tax Sinking Fund Water Charges, 302,07-03-2026,.NEFT recd agst bill dt.01.03.26,606610944410,N.A., Saraswat Bank - S.B. A/c 152200100300217 ,101001,8383.00,,
ME-2025-0003126,301012 301002 301010 301003 301011 301016 303001 304001 301004,Late Payment Interest 4Wheeler Parking Charges  Additional Space Charges Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges Late Payment Interest 4Wheeler Parking Charges  Additional Space Charges Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges, 601,07-03-2026,.NEFT recd agst bill dt.01.03.26,606610944410,N.A., Saraswat Bank - S.B. A/c 152200100300217 ,101001,10115.00,,
ME-2025-0003140,301016 303001 301003 301004 301002 304001 301012 301011,Maintenance Charges Property Tax Common Electricity Charges Water Charges 4Wheeler Parking Charges  Sinking Fund Late Payment Interest Education & Training Fund Water Charges Maintenance Charges Property Tax Common Electricity Charges 4Wheeler Parking Charges  Sinking Fund Late Payment Interest Education & Training Fund Education & Training Fund Maintenance Charges Property Tax Common Electricity Charges Water Charges 4Wheeler Parking Charges  Sinking Fund Late Payment Interest, 104,08-03-2026,UPI recd agst bill 0357 dt 01.03.26,119691005079,N.A., Saraswat Bank - S.B. A/c 152200100300217 ,101001,12104.00,,
EE-2025-0000309,406007,Repair Maintenance Electrical,Unassigned,09-03-2026,Being bill paid for Painting work in car parking,206805,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,5000,
EE-2025-0000354,403001,Electricity Charges,TATA Power,09-03-2026,Being elec bill paid Feb 2026,NA,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,1339,
EE-2025-0000355,403001,Electricity Charges,TATA Power,09-03-2026,Being elec bill paid Feb 2026,NA,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,13785,
ME-2025-0003141,301011 301009 304001 301002 301004 301003 303001 301016,Education & Training Fund 2Wheeler Parking Charges  Sinking Fund 4Wheeler Parking Charges  Water Charges Common Electricity Charges Property Tax Maintenance Charges, 602,10-03-2026,NEFT recd agst bill 0375 dt 01.03.26,SCBLH06900597017,N.A., Saraswat Bank - S.B. A/c 152200100300217 ,101001,4084.00,,
EE-2025-0000310,406007,Repair Maintenance Electrical,Unassigned,10-03-2026,Asgar Ali,206806,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,7500,
BE-2025-0000023,0,Bank Transfer,,11-03-2026,Being cash withdrawn,206807,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,1000,
EE-2025-0000306,401001,Salary Expenses,Gardner,11-03-2026,Being salary paid for feb 2026,206803,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,1250,
ME-2025-0003127,206001,Advance Members, 502,16-03-2026,UPI recd as advance,NA,NA, Saraswat Bank - S.B. A/c 152200100300217 ,101001,5000.00,,
ME-2025-0003142,301009 301002 301003 301011 301016 304001 301004 206001,2Wheeler Parking Charges  4Wheeler Parking Charges  Common Electricity Charges Education & Training Fund Maintenance Charges Sinking Fund Water Charges Advance Members Advance Members, G001,18-03-2026,UPI recd agst bill 0379 dt 01.03.26,120201558284,N.A., Saraswat Bank - S.B. A/c 152200100300217 ,101001,3178.00,,
ME-2025-0003143,301010,Additional Space Charges, S1/2/3A,20-03-2026,NEFT recd agst bill 0351 dt 01.03.26,BARBQ26079343677,Bank Of Baroda, Saraswat Bank - S.B. A/c 152200100300217 ,101001,12922.00,,
ME-2025-0003144,301011 304001 301003 303001 301016,Education & Training Fund Sinking Fund Common Electricity Charges Property Tax Maintenance Charges, G2,20-03-2026,NEFT recd agst bill 0352 dt 01.03.26,BARBQ26079344391,Bank Of Baroda, Saraswat Bank - S.B. A/c 152200100300217 ,101001,12012.00,,
ME-2025-0003145,301011 304001 301009 301003 301016 303001,Education & Training Fund Sinking Fund 2Wheeler Parking Charges  Common Electricity Charges Maintenance Charges Property Tax, S1/2/3,20-03-2026,NEFT recd agst bill 0353 dt 01.03.26,BARBQ26079344988,Bank Of Baroda, Saraswat Bank - S.B. A/c 152200100300217 ,101001,22719.00,,
ME-2025-0003146,301011 304001 301004 301003 303001 301016,Education & Training Fund Sinking Fund Water Charges Common Electricity Charges Property Tax Maintenance Charges, 303,20-03-2026,NEFT recd agst bill 0364 dt 01.03.26,DCBLH07978186,DCB Bank, Saraswat Bank - S.B. A/c 152200100300217 ,101001,3730.00,,
ME-2025-0003147,301011 304001 301004 301003 301016,Education & Training Fund Sinking Fund Water Charges Common Electricity Charges Maintenance Charges, G-II,20-03-2026,NEFT recd agst bill 0377 dt 01.03.26,DCBLH07980468,DCB Bank, Saraswat Bank - S.B. A/c 152200100300217 ,101001,2540.00,,
EE-2025-0000311,406007,Repair Maintenance Electrical,Unassigned,20-03-2026,Asgar Ali,206808,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,15000,
ME-2025-0003128,301011 304001 301002 301004 301003 303001 301016,Education & Training Fund Sinking Fund 4Wheeler Parking Charges  Water Charges Common Electricity Charges Property Tax Maintenance Charges, 603,22-03-2026,.NEFT recd agst bill no. 376 dt.01.03.26,HDFCH00880208029,N.A., Saraswat Bank - S.B. A/c 152200100300217 ,101001,3984.00,,
ME-2025-0003148,301011 304001 301009 301004 301007 301003 303001 301016,Education & Training Fund Sinking Fund 2Wheeler Parking Charges  Water Charges Non Occupancy Charges Common Electricity Charges Property Tax Maintenance Charges, 403,22-03-2026,NEFT recd agst bill 0368 dt 01.03.26,HDFCH00880053475,HDFC Bank, Saraswat Bank - S.B. A/c 152200100300217 ,101001,4110.00,,
BE-2025-0000022,0,Bank Transfer,,22-03-2026,Sweep out TD1002064952,TD1002064952,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,50000,
ME-2025-0003129,301003 301011 301016 303001 304001 301004 206001,Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges Advance Members Advance Members, 501,23-03-2026,NEFT recd agst bill 0370 dt 01.03.26,CBINH26082560531,Central Bank Of India , Saraswat Bank - S.B. A/c 152200100300217 ,101001,3845.00,,
ME-2025-0003130,301003 301011 301016 303001 304001 301004,Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges, 401,25-03-2026,NEFT recd agst bill dt. 01.03.26,SCBLH08400788856,N.A., Saraswat Bank - S.B. A/c 152200100300217 ,101001,3789.00,,
ME-2025-0003131,301003 301011 301016 303001 304001 301004,Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges, 404,25-03-2026,NEFT recd agst bill dt. 01.03.26,SCBLH08400788856,N.A., Saraswat Bank - S.B. A/c 152200100300217 ,101001,3789.00,,
ME-2025-0003132,301011 304001 301002 301004 301003 301009 301010 303001 301016,Education & Training Fund Sinking Fund 4Wheeler Parking Charges  Water Charges Common Electricity Charges 2Wheeler Parking Charges  Additional Space Charges Property Tax Maintenance Charges, 102,25-03-2026,Ch dt. 23.03.26 recd agst bill dt. 01.03.26,697630,State Bank of India, Saraswat Bank - S.B. A/c 152200100300217 ,101001,5280.00,,
ME-2025-0003133,301011 304001 301002 301004 301003 301010 303001 301016,Education & Training Fund Sinking Fund 4Wheeler Parking Charges  Water Charges Common Electricity Charges Additional Space Charges Property Tax Maintenance Charges, 101,25-03-2026,Ch dt. 25.03.26 recd agst bill dt. 01.03.26,000156,HDFC Bank, Saraswat Bank - S.B. A/c 152200100300217 ,101001,4989.00,,
ME-2025-0003135,301011 304001 301004 301003 303001 301016,Education & Training Fund Sinking Fund Water Charges Common Electricity Charges Property Tax Maintenance Charges, 304,25-03-2026,Ch dt. 25.03.26 recd agst bill 365 dt. 01.03.26,098819,Punjab National Bank, Saraswat Bank - S.B. A/c 152200100300217 ,101001,3789.00,,
ME-2025-0003136,301011 304001 301004 301003 303001 301016,Education & Training Fund Sinking Fund Water Charges Common Electricity Charges Property Tax Maintenance Charges, 204,25-03-2026,NEFT recd agst bill 0361 dt 01.03.26,HDFCH00889128280,HDFC Bank, Saraswat Bank - S.B. A/c 152200100300217 ,101001,3789.00,,
ME-2025-0003137,301011 304001 301002 301004 301003 303001 301016,Education & Training Fund Sinking Fund 4Wheeler Parking Charges  Water Charges Common Electricity Charges Property Tax Maintenance Charges, 504,25-03-2026,Chq. recd agst bill no. 373 dt 01.03.2026,100009,Apna Sahakari Bank , Saraswat Bank - S.B. A/c 152200100300217 ,101001,4045.00,,
ME-2025-0003151,301012 301009 301003 301011 301016 303001 304001 301004 206001,Late Payment Interest 2Wheeler Parking Charges  Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges 2Wheeler Parking Charges  Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges Late Payment Interest 2Wheeler Parking Charges  Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges 2Wheeler Parking Charges  Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges Advance Members Advance Members, 203,25-03-2026,Chq. recd agst bill no. 039 dt 01.05.2026,727147,N.A., Saraswat Bank - S.B. A/c 152200100300217 ,101001,16300.00,,
EE-2025-0000312,406007,Repair Maintenance Electrical,Unassigned,27-03-2026,Being bill paid for Painting work in car parking,206809,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,9800,
ME-2025-0003149,301003 301011 301016 303001 304001 301004,Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges, 402,31-03-2026,NEFT recd on acount,HDFCH00902122366,HDFC Bank, Saraswat Bank - S.B. A/c 152200100300217 ,101001,3730.00,,
JE-2025-0000005,101001,Saraswat Bank - S.B. A/c 152200100300217,,30-06-2025,Being SB Interest till 01.04.25 to 30.06.25,,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,1199.00,,
JE-2025-0000007,101001,Saraswat Bank - S.B. A/c 152200100300217,,30-06-2025,Being cheque bounce charges 010425 Flat No.101-Harshwardhan Anand,,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,147.50,
JE-2025-0000001,101001,Saraswat Bank - S.B. A/c 152200100300217,,30-06-2025,Being interest on sweep  TD1001706898 SCB,,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,59.00,,
JE-2025-0000006,101001,Saraswat Bank - S.B. A/c 152200100300217,,05-07-2025,Being SMS charges for Jun 25,,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,16.83,
JE-2025-0000009,101001,Saraswat Bank - S.B. A/c 152200100300217,,01-08-2025,Being interest on Sweep   TD1001706898 SCB,,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,118.00,,
JE-2025-0000010,101001,Saraswat Bank - S.B. A/c 152200100300217,,01-08-2025,Being interest on Sweep   TD1001717706 SCB,,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,138.00,,
JE-2025-0000011,101001,Saraswat Bank - S.B. A/c 152200100300217,,01-08-2025,Being interest on Sweep   TD1001753035 SCB,,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,41.00,,
JE-2025-0000012,101001,Saraswat Bank - S.B. A/c 152200100300217,,30-09-2025,Int recd on saving account 01.07.25-30.09.25,,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,1241.00,,
JE-2025-0000019,101001,Saraswat Bank - S.B. A/c 152200100300217,,12-12-2025,being interest recd on sweep a c TD1001928473,,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,44.00,,
JE-2025-0000018,101001,Saraswat Bank - S.B. A/c 152200100300217,,12-12-2025,being interest recd on sweep a c  TD1001883779,,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,195.00,,
JE-2025-0000017,101001,Saraswat Bank - S.B. A/c 152200100300217,,12-12-2025,being interest recd on sweep a c TD 1001875923,,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,224.00,,
JE-2025-0000013,101001,Saraswat Bank - S.B. A/c 152200100300217,,12-12-2025,being interset recd on sweep a c TD1001848117,,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,360.00,,
JE-2025-0000020,101001,Saraswat Bank - S.B. A/c 152200100300217,,31-12-2025,Being int recd on SB from 01.10.25 to 31.12.25 - SCB,,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,1395.00,,
JE-2025-0000023,101001,Saraswat Bank - S.B. A/c 152200100300217,,10-02-2026,Being income tax refund recd for FY 24-25 vide ref SBIN5206041518432,,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,37830.00,,
JE-2025-0000024,101001,Saraswat Bank - S.B. A/c 152200100300217,,13-02-2026,Being new FD made TD1002022122,,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,100000.00,
JE-2025-0000021,101001,Saraswat Bank - S.B. A/c 152200100300217,,31-03-2026,Being interest on sweep   TD1002064952 SCB,,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,65.00,,
JE-2025-0000022,101001,Saraswat Bank - S.B. A/c 152200100300217,,31-03-2026,Being Int recd on Saving Account 01.01.2026 TO 31.03.2026,,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,1413.00,,

"Balance : 246018.67(Debit)","","","","","","","","","","2332629.29","2086610.62",

"Assets > MDCC A/c. 00061006001025 ( 101002 ) ",
"Journal No","Other GL No.","Other Account","Subledger","Posted Date","Comments","Instrument No.","Instrument Bank","Account Name","GL Account No.","Debit","Credit",
"","","","","","Opening Balance","",""," MDCC A/c. 00061006001025 ","101002","26652","",
BE-2025-0000038,0,Bank Transfer,,11-11-2025,Cash deposit in MDCC Bank,NA,, MDCC A/c. 00061006001025 ,101002,500.00,,
JE-2025-0000057,101002,MDCC A/c. 00061006001025,,30-06-2025,Being int recd on FD 007559,,, MDCC A/c. 00061006001025 ,101002,300.00,,
JE-2025-0000064,101002,MDCC A/c. 00061006001025,,30-06-2025,Being interest on Saving A c April 25 to Jun 25,,, MDCC A/c. 00061006001025 ,101002,214.00,,
JE-2025-0000058,101002,MDCC A/c. 00061006001025,,30-09-2025,Being int recd on FD 007559,,, MDCC A/c. 00061006001025 ,101002,300.00,,
JE-2025-0000061,101002,MDCC A/c. 00061006001025,,30-09-2025,Being interest on Saving A c jun 25 to sep 25,,, MDCC A/c. 00061006001025 ,101002,208.00,,
JE-2025-0000062,101002,MDCC A/c. 00061006001025,,30-12-2025,Being interest on Saving A c Oct 25 to Dec 25,,, MDCC A/c. 00061006001025 ,101002,207.00,,
JE-2025-0000059,101002,MDCC A/c. 00061006001025,,31-12-2025,Being int recd on FD 007559,,, MDCC A/c. 00061006001025 ,101002,300.00,,
JE-2025-0000065,101002,MDCC A/c. 00061006001025,,01-01-2026,Being current int trf to fd 07559,,, MDCC A/c. 00061006001025 ,101002,3.00,,
JE-2025-0000060,101002,MDCC A/c. 00061006001025,,31-03-2026,Being int recd on FD 007559,,, MDCC A/c. 00061006001025 ,101002,257.00,,
JE-2025-0000063,101002,MDCC A/c. 00061006001025,,31-03-2026,Being interest on Saving A c Jan 26 to Mar 26,,, MDCC A/c. 00061006001025 ,101002,217.00,,

"Balance : 29158(Debit)","","","","","","","","","","29158","0",

"Assets > Petty Cash ( 102001 ) ",
"Journal No","Other GL No.","Other Account","Subledger","Posted Date","Comments","Instrument No.","Instrument Bank","Account Name","GL Account No.","Debit","Credit",
"","","","","","Opening Balance","",""," Petty Cash ","102001","288","",
EE-2025-0000017,407014,Pest Control Charges,Unassigned,02-04-2025,Being amt paid toward mosquito repellent,N.A.,, Petty Cash ,102001,,250,
EE-2025-0000025,404002,Cleaning_Repair & Maintenance Expenses,Unassigned,02-04-2025,Being amt paid toward Terrace clean,N.A.,29609, Petty Cash ,102001,,400,
BE-2025-0000024,0,Bank Transfer,,02-04-2025,Being petty cash withdrawn,180447,, Petty Cash ,102001,2500.00,,
EE-2025-0000382,408003,Printing & Stationary,Unassigned,04-04-2025,Being cash paid for xerox copy,N.A.,, Petty Cash ,102001,,20,
EE-2025-0000384,407002,House Keeping Materials,Unassigned,06-04-2025,Being cash paid for purch of finel,N.A.,, Petty Cash ,102001,,410,
EE-2025-0000027,404002,Cleaning_Repair & Maintenance Expenses,Unassigned,10-04-2025,Being amr paid towards cleaing,N.A.,, Petty Cash ,102001,,200,
EE-2025-0000108,407014,Pest Control Charges,Unassigned,03-05-2025,Amt being paid toward mosquito repellent,N.A.,, Petty Cash ,102001,,200,
EE-2025-0000029,404002,Cleaning_Repair & Maintenance Expenses,Unassigned,05-05-2025,Being amt paid towards office roof cleaing,N.A.,, Petty Cash ,102001,,200,
EE-2025-0000031,404002,Cleaning_Repair & Maintenance Expenses,Unassigned,29-05-2025,Being amt paid towards Terrace clean,N.A.,29609, Petty Cash ,102001,,500,
EE-2025-0000036,407014,Pest Control Charges,Unassigned,02-06-2025,Being Amt paid towards mosquito repellent,N.A.,, Petty Cash ,102001,,150,
EE-2025-0000039,407002,House Keeping Materials,Unassigned,02-06-2025,Being Amt paid towards Hosuskeeping material,N.A.,, Petty Cash ,102001,,500,
BE-2025-0000025,0,Bank Transfer,,11-06-2025,Being cash withdrawn,195290,, Petty Cash ,102001,2500.00,,
EE-2025-0000043,408003,Printing & Stationary,Unassigned,14-06-2025,Being Smt paid towards stationary tape,N.A.,, Petty Cash ,102001,,756,
EE-2025-0000045,407002,House Keeping Materials,Unassigned,15-06-2025,Being amt paid towards to repair umbrella,N.A.,, Petty Cash ,102001,,170,
EE-2025-0000047,408003,Printing & Stationary,Unassigned,26-06-2025,Being amt paid towards print and xerox,N.A.,, Petty Cash ,102001,,128,
EE-2025-0000049,406007,Repair Maintenance Electrical,Unassigned,01-07-2025,Being Amt paid toward purchase led bulb,N.A.,, Petty Cash ,102001,,400,
EE-2025-0000051,407005,Office Expenses,Unassigned,01-07-2025,Being Amt paid toward cupboard purchase tempo charge,N.A.,, Petty Cash ,102001,,400,
EE-2025-0000053,407014,Pest Control Charges,Unassigned,03-07-2025,Being amt paid towards mosquito repellant,N.A.,, Petty Cash ,102001,,200,
EE-2025-0000055,408003,Printing & Stationary,Unassigned,03-07-2025,Being amt paid towards colour print and xerox,N.A.,, Petty Cash ,102001,,124,
BE-2025-0000027,0,Bank Transfer,,07-07-2025,Being petty cash withdrawn,195297,, Petty Cash ,102001,2500.00,,
EE-2025-0000061,407002,House Keeping Materials,Unassigned,12-07-2025,Being amt paid towards Finel purchase,N.A.,, Petty Cash ,102001,,200,
EE-2025-0000069,408014,Miscellaneous Expenses,Unassigned,16-07-2025,Being amt paid towards purchase whitsle,N.A.,, Petty Cash ,102001,,304,
EE-2025-0000073,407002,House Keeping Materials,Unassigned,21-07-2025,Amt Being Paid towards Purcahse of bleaching powder,N.A.,29609, Petty Cash ,102001,,240,
EE-2025-0000075,408003,Printing & Stationary,Unassigned,23-07-2025,Amt being paid towards prints and xerox  note book purchase,N.A.,, Petty Cash ,102001,,230,
EE-2025-0000077,409003,DG Diesel Expenses,Unassigned,24-07-2025,Amt being paid towards disel purchase,N.A.,29609, Petty Cash ,102001,,400,
BE-2025-0000007,0,Bank Transfer,,31-07-2025,Being cash  withdrawn,195301,, Petty Cash ,102001,10000.00,,
EE-2025-0000113,410001,Festival Expenses,Unassigned,31-07-2025,Amt being paid towards 15 th aug celebration,N.A.,, Petty Cash ,102001,,6000,
EE-2025-0000079,407002,House Keeping Materials,Unassigned,02-08-2025,Amt Being paid towards purcahse of dustbin,N.A.,, Petty Cash ,102001,,2000,
EE-2025-0000115,404002,Cleaning_Repair & Maintenance Expenses,Unassigned,02-08-2025,Amt being paid towards Terrace clean,N.A.,, Petty Cash ,102001,,300,
EE-2025-0000119,407014,Pest Control Charges,Unassigned,02-08-2025,Amt being paid toward Mosquito repellent,N.A.,, Petty Cash ,102001,,200,
EE-2025-0000386,406001,Garden Maintenance Expenses,Unassigned,02-08-2025,Being cash paid for soil,N.A.,, Petty Cash ,102001,,1000,
EE-2025-0000414,406001,Garden Maintenance Expenses,Unassigned,02-08-2025,Being cash paid for soil,N.A.,, Petty Cash ,102001,,1200,
EE-2025-0000434,408003,Printing & Stationary,Unassigned,04-08-2025,Being cash paid for audit report xerox 22 set,N.A.,, Petty Cash ,102001,,1052,
EE-2025-0000390,407002,House Keeping Materials,Unassigned,12-08-2025,Being cash paid for purch of finel,N.A.,, Petty Cash ,102001,,215,
EE-2025-0000392,408003,Printing & Stationary,Unassigned,13-08-2025,Being bill paid for printing letter of flat 504,N.A.,, Petty Cash ,102001,,7,
EE-2025-0000394,406007,Repair Maintenance Electrical,Unassigned,15-08-2025,Being cash paid for fan repair,N.A.,, Petty Cash ,102001,,300,
EE-2025-0000396,407002,House Keeping Materials,Unassigned,21-08-2025,Purchase bleeching,N.A.,, Petty Cash ,102001,,280,
BE-2025-0000029,0,Bank Transfer,,22-08-2025,Being cash withdrawn,195310,, Petty Cash ,102001,2000.00,,
EE-2025-0000398,408014,Miscellaneous Expenses,Unassigned,22-08-2025,Purchase of clips,N.A.,, Petty Cash ,102001,,150,
EE-2025-0000400,406007,Repair Maintenance Electrical,Unassigned,23-08-2025,Being cash paid for purch of oil & gris for electronics,N.A.,, Petty Cash ,102001,,80,
EE-2025-0000402,405002,Lift Repair & Maintenance,Unassigned,23-08-2025,Repair lift light,N.A.,, Petty Cash ,102001,,200,
EE-2025-0000406,407002,House Keeping Materials,Unassigned,30-08-2025,Purchase of broom,N.A.,, Petty Cash ,102001,,160,
EE-2025-0000404,407014,Pest Control Charges,Unassigned,05-09-2025,Being cash paid for pest control,N.A.,, Petty Cash ,102001,,200,
EE-2025-0000408,410001,Festival Expenses,Unassigned,05-09-2025,Being cash paid for balance payment,N.A.,, Petty Cash ,102001,,775,
EE-2025-0000410,406007,Repair Maintenance Electrical,Unassigned,08-09-2025,Purch of tubelights,N.A.,, Petty Cash ,102001,,200,
EE-2025-0000412,408014,Miscellaneous Expenses,Unassigned,09-09-2025,Purch lock,N.A.,, Petty Cash ,102001,,60,
BE-2025-0000030,0,Bank Transfer,,10-09-2025,Being petty cash withdrawn,195316,, Petty Cash ,102001,2500.00,,
EE-2025-0000418,407002,House Keeping Materials,Unassigned,14-09-2025,Purchase of dustbeen,N.A.,, Petty Cash ,102001,,550,
EE-2025-0000416,408003,Printing & Stationary,Unassigned,16-09-2025,Cash paid for xerox,N.A.,, Petty Cash ,102001,,66,
EE-2025-0000420,407002,House Keeping Materials,Unassigned,18-09-2025,Purch of bleechinh,N.A.,, Petty Cash ,102001,,280,
EE-2025-0000422,408014,Miscellaneous Expenses,Unassigned,20-09-2025,Purchase of lock,N.A.,, Petty Cash ,102001,,80,
EE-2025-0000424,408003,Printing & Stationary,Unassigned,23-09-2025,Purch of duble tape,N.A.,, Petty Cash ,102001,,100,
BE-2025-0000031,0,Bank Transfer,,25-09-2025,BEING CASH WITHDRAWAL,195320,, Petty Cash ,102001,2500.00,,
EE-2025-0000426,404002,Cleaning_Repair & Maintenance Expenses,Unassigned,25-09-2025,Cahs paid for dranage cleaning,N.A.,, Petty Cash ,102001,,1500,
EE-2025-0000428,407002,House Keeping Materials,Unassigned,11-10-2025,Purch of detergen & cloths,N.A.,, Petty Cash ,102001,,103,
BE-2025-0000032,0,Bank Transfer,,13-10-2025,BEING CASH WITHDRAWAL,195326,, Petty Cash ,102001,8000.00,,
EE-2025-0000430,404002,Cleaning_Repair & Maintenance Expenses,Unassigned,16-10-2025,Being cash paid for clening office loby,N.A.,, Petty Cash ,102001,,1000,
EE-2025-0000436,406007,Repair Maintenance Electrical,Unassigned,17-10-2025,Purch of tubelights,N.A.,, Petty Cash ,102001,,200,
EE-2025-0000438,410001,Festival Expenses,Unassigned,17-10-2025,Being cash paid for diwali bonus,N.A.,, Petty Cash ,102001,,5500,
EE-2025-0000440,404002,Cleaning_Repair & Maintenance Expenses,Unassigned,17-10-2025,Cash paid for teres cleaning,N.A.,, Petty Cash ,102001,,200,
EE-2025-0000442,406007,Repair Maintenance Electrical,Unassigned,17-10-2025,Purch of LED Lights ,N.A.,, Petty Cash ,102001,,1025,
